Job_Title,Experience,Skills,Education,Language,Soft_Skills,Full_Description
Logistics Coordinator,1+ years,"Order Management, Product Description Writing, Zapier","Bachelor's degree in Business, Marketing or related",Good written English,Attention to detail and teamwork,"Logistics Coordinator with 1+ years experience required. Skills needed: Order Management, Product Description Writing, Zapier. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Attention to detail and teamwork."
Marketplace Account Executive,No experience but strong motivation,"Google Ads, Return Handling, Social Media Marketing","Bachelor's degree in Business, Marketing or related",Good written English,Attention to detail and teamwork,"Marketplace Account Executive with No experience but strong motivation experience required. Skills needed: Google Ads, Return Handling, Social Media Marketing. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Attention to detail and teamwork."
Marketplace Account Executive,No experience but strong motivation,"Copywriting, Order Management, Shopify, Amazon Seller Central, Customer Service",High School diploma,Fluent English,Problem-solving and customer-first mindset,"Marketplace Account Executive with No experience but strong motivation experience required. Skills needed: Copywriting, Order Management, Shopify, Amazon Seller Central, Customer Service. Education: High School diploma. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Logistics Coordinator,3+ years,"Google Ads, Inventory Management, SEO, Excel, Copywriting, Amazon Seller Central","Bachelor's degree in Business, Marketing or related",Good written English,Problem-solving and customer-first mindset,"Logistics Coordinator with 3+ years experience required. Skills needed: Google Ads, Inventory Management, SEO, Excel, Copywriting, Amazon Seller Central. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Logistics Coordinator,1+ years,"Social Media Marketing, Customer Service, Product Description Writing, CRM Tools","Bachelor's degree in Business, Marketing or related",Fluent English,Problem-solving and customer-first mindset,"Logistics Coordinator with 1+ years experience required. Skills needed: Social Media Marketing, Customer Service, Product Description Writing, CRM Tools. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Order Fulfillment Associate,2+ years,"Excel, Shopify, SEO, CRM Tools, Google Ads","Bachelor's degree in Business, Marketing or related",Fluent English,Strong communication and time management skills,"Order Fulfillment Associate with 2+ years experience required. Skills needed: Excel, Shopify, SEO, CRM Tools, Google Ads. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Strong communication and time management skills."
Product Listing Manager,3+ years,"Return Handling, Google Ads, Customer Service",Diploma in E-commerce or IT,Fluent English,Strong communication and time management skills,"Product Listing Manager with 3+ years experience required. Skills needed: Return Handling, Google Ads, Customer Service. Education: Diploma in E-commerce or IT. Language: Fluent English. Soft skills: Strong communication and time management skills."
Logistics Coordinator,3+ years,"Zapier, Google Ads, Order Management, Product Description Writing",High School diploma,Fluent English,Attention to detail and teamwork,"Logistics Coordinator with 3+ years experience required. Skills needed: Zapier, Google Ads, Order Management, Product Description Writing. Education: High School diploma. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Digital Marketing Assistant,No experience but strong motivation,"Inventory Management, Return Handling, Shopify, Excel",High School diploma,Multilingual preferred,Attention to detail and teamwork,"Digital Marketing Assistant with No experience but strong motivation experience required. Skills needed: Inventory Management, Return Handling, Shopify, Excel. Education: High School diploma. Language: Multilingual preferred. Soft skills: Attention to detail and teamwork."
Inventory Analyst,2+ years,"Excel, Return Handling, Inventory Management",Diploma in E-commerce or IT,Good written English,Strong communication and time management skills,"Inventory Analyst with 2+ years experience required. Skills needed: Excel, Return Handling, Inventory Management. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Strong communication and time management skills."
Email Campaign Assistant,1+ years,"Order Management, SEO, Shopify","Bachelor's degree in Business, Marketing or related",Multilingual preferred,Strong communication and time management skills,"Email Campaign Assistant with 1+ years experience required. Skills needed: Order Management, SEO, Shopify. Education: Bachelor's degree in Business, Marketing or related. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
Email Campaign Assistant,2+ years,"Zapier, Shopify, Google Ads, Copywriting",High School diploma,Multilingual preferred,Problem-solving and customer-first mindset,"Email Campaign Assistant with 2+ years experience required. Skills needed: Zapier, Shopify, Google Ads, Copywriting. Education: High School diploma. Language: Multilingual preferred. Soft skills: Problem-solving and customer-first mindset."
Order Fulfillment Associate,3+ years,"Customer Service, Excel, Social Media Marketing",High School diploma,Fluent English,Problem-solving and customer-first mindset,"Order Fulfillment Associate with 3+ years experience required. Skills needed: Customer Service, Excel, Social Media Marketing. Education: High School diploma. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Marketplace Account Executive,3+ years,"SEO, Order Management, Social Media Marketing","Bachelor's degree in Business, Marketing or related",Fluent English,Strong communication and time management skills,"Marketplace Account Executive with 3+ years experience required. Skills needed: SEO, Order Management, Social Media Marketing. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Strong communication and time management skills."
Digital Marketing Assistant,2+ years,"Excel, Google Ads, Zapier, SEO","Bachelor's degree in Business, Marketing or related",Good written English,Attention to detail and teamwork,"Digital Marketing Assistant with 2+ years experience required. Skills needed: Excel, Google Ads, Zapier, SEO. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Attention to detail and teamwork."
Marketplace Account Executive,2+ years,"SEO, Return Handling, CRM Tools, Inventory Management","Bachelor's degree in Business, Marketing or related",Good written English,Problem-solving and customer-first mindset,"Marketplace Account Executive with 2+ years experience required. Skills needed: SEO, Return Handling, CRM Tools, Inventory Management. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
